benchmark,duration_ns,uptime_ns,vm_start_unix_ms
future-genetic,4357753916,181759719198,1621703177045
future-genetic,3731807687,186143353413,1621703177045
future-genetic,3709146910,189903457624,1621703177045
future-genetic,3787466058,193641736908,1621703177045
future-genetic,3792482118,197457303709,1621703177045
future-genetic,3776047628,201278186363,1621703177045
future-genetic,3952406791,205084249533,1621703177045
future-genetic,3922306221,209064430348,1621703177045
future-genetic,4015016044,213017056008,1621703177045
future-genetic,4158881801,217063706606,1621703177045
future-genetic,4085171576,221256564190,1621703177045
future-genetic,4065371094,225379199431,1621703177045
future-genetic,3988930499,229479180387,1621703177045
future-genetic,4166827014,233498208069,1621703177045
future-genetic,4362916467,237693396739,1621703177045
future-genetic,4337811215,242085867429,1621703177045
future-genetic,4330749323,246462401598,1621703177045
future-genetic,4223000469,250831687177,1621703177045
future-genetic,4312483115,255080463663,1621703177045
future-genetic,4292902026,259423064822,1621703177045
future-genetic,4387494701,263749263750,1621703177045
future-genetic,4439184838,268180119892,1621703177045
future-genetic,4374395522,272655328920,1621703177045
future-genetic,4390771357,277057997583,1621703177045
future-genetic,4471924753,281475806671,1621703177045
future-genetic,4440298476,285989906130,1621703177045
future-genetic,4370607612,290462924785,1621703177045
future-genetic,4554843124,294868307130,1621703177045
future-genetic,4650370142,299456921722,1621703177045
future-genetic,4580904847,304138794234,1621703177045
future-genetic,4524770393,308759441254,1621703177045
future-genetic,4631485077,313316880557,1621703177045
future-genetic,4537409393,317984682448,1621703177045
future-genetic,4508909741,322558470126,1621703177045
future-genetic,4546535239,327101005619,1621703177045
future-genetic,4650165895,331679061875,1621703177045
future-genetic,4561911809,336363843684,1621703177045
future-genetic,4636406125,340967180049,1621703177045
future-genetic,4496905405,345639052403,1621703177045
future-genetic,4562287699,350164433474,1621703177045
future-genetic,4586280224,354755200902,1621703177045
future-genetic,4629999178,359371293925,1621703177045
future-genetic,4844665212,364027788791,1621703177045
future-genetic,4578520023,368906677790,1621703177045
future-genetic,4679361601,373514380019,1621703177045
future-genetic,4682376919,378240992504,1621703177045
future-genetic,4638622151,382953697346,1621703177045
future-genetic,4421607106,387616686619,1621703177045
future-genetic,4534238037,392063953540,1621703177045
future-genetic,4630923452,396628437475,1621703177045
fj-kmeans,6831421015,1676322062,1621703177045
fj-kmeans,5936772059,8620856347,1621703177045
fj-kmeans,5903812171,14652781722,1621703177045
fj-kmeans,5829186385,20650251860,1621703177045
fj-kmeans,5826144607,26576746429,1621703177045
fj-kmeans,5901178401,32502707137,1621703177045
fj-kmeans,5893486402,38493583314,1621703177045
fj-kmeans,5892333747,44479091232,1621703177045
fj-kmeans,5860131817,50462409402,1621703177045
fj-kmeans,5848607875,56415688774,1621703177045
fj-kmeans,5875818909,62366302090,1621703177045
fj-kmeans,5880879981,68333270490,1621703177045
fj-kmeans,5882922184,74305170777,1621703177045
fj-kmeans,5905332827,80277679573,1621703177045
fj-kmeans,5857901602,86273045477,1621703177045
fj-kmeans,5876400884,92224408014,1621703177045
fj-kmeans,5870068774,98191406842,1621703177045
fj-kmeans,5832288353,104151994845,1621703177045
fj-kmeans,5796989661,110085434220,1621703177045
fj-kmeans,5870996489,115986861879,1621703177045
fj-kmeans,5796023780,121948461285,1621703177045
fj-kmeans,5827682273,127878346216,1621703177045
fj-kmeans,5806132480,133808037200,1621703177045
fj-kmeans,5810671303,139720439493,1621703177045
fj-kmeans,5832240522,145629934533,1621703177045
fj-kmeans,5864983345,151562210721,1621703177045
fj-kmeans,5889650483,157517004394,1621703177045
fj-kmeans,6063777097,163499823211,1621703177045
fj-kmeans,5895885415,169655302245,1621703177045
fj-kmeans,5921758037,175646119012,1621703177045
